inner_id,text,annotator_20,annotator_21
888,"Profitgier , Politik, Krieg, Korruption, Zu hohe Steuern - weiß nicht - inflation.",Gründe der Inflation,Gründe der Inflation
889,"Keine Ahnung , Krieg in der Ukraine  - Keine Ahnung  - inflation.",Gründe der Inflation,Gründe der Inflation
890,"Folgen der Corona-Pandemie, Krieg Russlands gegen Ukraine , Klimawandel/Naturkatastrophen , Neusortierung internationaler Produktionsstandorte und Absatzmärkte , Flucht und Migration  - Sie sind miteinander verwoben, oft als Ursache/Folge, teilweise als Begleiterscheinung. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
891,"Hohe Energiekosten , Lebensmittelkosten - Es gibt ein Ungleichgewicht zwischen Angebot und Nachfrage - inflation.",Gründe der Inflation,Gründe der Inflation
892,"Ersparnis , Wenig Konsum  - Wirtschaft schrumpft  - inflation.",Gründe der Inflation,Gründe der Inflation
893,"Xhkh, Gjdh, Gjgd - Dgkg - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
894,"Preispolitik EZB, Angebot/Nachfrage, Politische Veränderungen, Rohstoffverknappung, Erhöhung der Geldmenge - Weniger Rohstoffe führt zu einer Erhöhung der Verbraucherpreise, Politische Unsicherheiten führt zu Erhöhten Preisen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
895,"Weiss ich nicht - Ich habe keine Ahnung, wie die Inflation entsteht bzw. Deren Höhe - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
896,Alles so teuer wird - Gibt’s keine Idee hänge einfach halt zusammen - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
897,Mit krankheitsausbrüchen spielt die große macht - Mit krankheitsausbrüchen spielt die große macht - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
898,"Hohe Kosten durch Unterstützung der Ukraine, Fachkräftemangel, Corona-Krise, Bankrott vieler Firmen, Höhere Energiepreise - Die Faktoren führten dazu, dass die Wirtschaft Deutschlands schwächer wurde. Die Preise stiegen und weniger Menschen konnten sich etwas leisten, was wiederum dazu führte, dass Firmen nicht genug verkauften und Pleite gingen. Die Faktoren führten dazu, dass die Wirtschaft Deutschlands schwächer wurde. Die Preise stiegen und weniger Menschen konnten sich etwas leisten, was wiederum dazu führte, dass Firmen nicht genug verkauften und Pleite gingen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
899,"Regierung , Kriege  - Alles Geld wurd ins Ausland gepumpt,da bleibt für Deutsche nix... Also müssen mehr Einnahmen her. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
900,"Gkbkmb, Hkhknb - Vlbkmbb - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
901,"weiß nicht, weiß nicht, weiß nicht, weiß nicht, weiß nicht - weiß nicht - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
902,"Energiekosten , Lebensmittelpreise , Mieten  - Die Preise und Kosten sind einhergend mit weiteren Preissteigerungen. Mieten und Energie sowie Lebensmittel treiben die Kostenspirale immer weiter nach oben. Gehälter können nicht so massiv angehoben werden. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
903,"2, 2 - gleich  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
905,"Habeck, Scholz, Baerbock , Lindner, Steinmeier - In der völlig irrationalen Inkompetenz einer Regierung, die nicht nach Logik und Vernunft, sondern nach Ideologie und falschen Moralvorstellungen handelt - inflation.",Gründe der Inflation,Gründe der Inflation
906,"Qualität , Durhallte  - Ist sehr wichtig und Qualität  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
907,"4, 8 - I like it so much it is very great - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
908,kurs - kosten - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
909,"Steigende Preise Nahrungsmittel, Steigende Preise Dienstleistungen, Steigende Preise für Energie - Permanent steigende Preise bei Nahrungsmittel,Dienstleistungen,Energie. - inflation.",Gründe der Inflation,Gründe der Inflation
910,"Kriege, Wetterbedingt  - Durch die Kriege und unwetterbedingungen in einigen Ländern die wir mitfinanzierten  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
911,"3,4, 8 - Inflation ist gestiegen  - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
912,"Ukraine Krieg, Energiepreise , Naturkatastrophen , Gier - Der Ukraine Krieg und die damit verbundenen Sanktionen von Russland haben die Energiepreise verteuert. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
913,"Gaspreisenerhöhung und Strompreisenerhöhung , Krieg in der Ukraine  - Die wirtschaftliche Beziehungen mit Russland durch Sanktionen wurden unterbrochen , dadurch wurden die Gaspreise und Benzinpreise erhöht und das hat die Inflation verursacht  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
914,"ukraine, schlechte wirtschaft - kann ich nicht benennen - inflation.",Gründe der Inflation,Gründe der Inflation
915,"gestiegene Herstellungskosten, Personalmangel - es ist schwieriger geworden Dinge herzustellen - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
916,"financy, wohnung - wohnung mieten - inflation.",Gründe der Inflation,Gründe der Inflation
917,4 - Das ist gut dass in Amerika zu leben - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
918,"Krieg Ukraine, Energiepreiserhöhung, CO2-Steuer-Wahnsinn, Hohe Steuerabgaben - Der hohe Steuerlast der Firmen... auch unsere Politiker... Die hohen Energiepreise verdanken wir den elenden Politikern... Merkel, die uns vom russisch. Gas abhängig gemacht hat, Habeck, der an Wind und Sonne als Dauerpräsenz in D glaubt usw. , all die grünen Ausbildungsgsabbrecher...Der Krieg, der den Transport der Import-bzw. Exportwaren erschwert bzw. teilweise unmöglich macht, die hohe Steuerlast der Firmen... auch unsere Politiker... - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
919,Krieg - Energie ist teuer geworden  - inflation.,kausales Inflationsnarrativ,Gründe der Inflation
920,"steuer, auslädern, kostensteigerung - zuwenig personen die zu einer arbeit gehen und zuviele ausgaben für auslädern die nicht einer arbeit nach gehen und daurch die steuer fürs land sich erhöhen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
921," - Inflation ist, wenn die Preise höher werden. Es ist eine Art, der Verfalls von Wert. Das ist nicht gut für die Wirtschaft  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
922,"Covid, Krieg - Ein hoher krankheitsstand - inflation.",Gründe der Inflation,Gründe der Inflation
923,"Ölpreiserhöhungen, Kriegstreiberei, Politische Hindernisse - Weiter will jeder der Größte sein, anstatt einzusehen das wir alle untergehen werden. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
925,"50, 50 - 50 - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
926,"3,7, 8,8 - Alles wird teurer Gehälter bleiben gleich - inflation.",Keine sinnvolle Antwort,Gründe der Inflation
927,"Krieg, Umweltprobleme, Verschuldung des Staates, Mehr Menschen in Deutschland , Sonstiges - Alles hängt irgendwie zusammen.   - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
928,"2, 3 - 4 - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
929,"Krieg in der Ukraine, steigende Energiepriese - kein günstiger Gas mehr - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
930,"Ukrainekrieg, Verknappung von Gütern, Verzicht auf Gas aus Russland  - Wenn Güter knapper werden, steigt der Preis. Das ist eine Frage von Angebot und Nachfrage  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
931,"Corona Inflation, Höhere Insolvenz - Durch die Corona Pandemie kam es zu einer hohen Insolvenz. Die Inflation war die Auswirkung des Ganzen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
932,"""Boom"" nach Corona, Gleichzeitig Lieferengpässe durch Corona (Nachwirkung), Lieferengpässe durch den Ukrainekrieg - Außerdem stiegen hierdurch die Energiekosten, was abermals mehr Druck auf die Industrie ausübte. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
933,"Bevölkerungswachstum, Der russisch-ukrainische Krieg - Kriege führen zu starker Migration und damit zu einem Anstieg der Bevölkerung - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
934,"996,3, 1088, 1003,7, 1007,4, 1008,8 - Das ist Sache von Regierung die das so bestimmen  - inflation.",Gründe der Inflation,Gründe der Inflation
935,Keine - Weiß nicht  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
936,"3,4, 0,9 - Die Prozente sind gestiegen  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
937,"künstlich erhöhte Energiekosten durch die Bundesregierung (""Netzumlage""), zu hohe Tarifabschlüsse auf Druck der Gewerkschaften, Probleme im Aussenhandel - hängen nicht direkt miteinander zusammen - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
938,"2, 4, 5, 6, 8 - Ich weiß nicht  - inflation.",Keine sinnvolle Antwort,Keine sinnvolle Antwort
939,"Qualität , Strwng - Faktoren  hängen von Umwelt Problem und Krise in der welt - inflation.",Gründe der Inflation,Gründe der Inflation
940,"Energiekrise, Krieg in Ukraine, Corona-Pandemie - Import aus anderen Länder, Verknappung von Gütern. Dadurch stiegen die Preise für Energie sehr, die Preise für andere Waren zogen wg. des Krieges in der Ukraine an - fehlende Lieferungen, Import aus anderen Länder, Verknappung von Gütern. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
941,"Rohölpreise, <Knappheit von Rohstoffen, Steigende Exporte, Schlechte Wetterlage in einigen Laändetrn, Steigende Löhne - Durch die gleichzeitigen bedingten Lohnerhöhungen, müssen auch Wirtschaftlich gesehen die Endpreise steigen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
942,"Energiepreise, schlechte Ernte durch Klima, Ukraine Krieg - Energiepreise sind stark angestiegen, dadurch mehr Kosten in der Produktion und Lagerung sowie Transport. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
943,Krieg  - Schwierig  - inflation.,Gründe der Inflation,Gründe der Inflation
944,Nichts  - Nichts  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
945,"Ukraine Krieg - Durch den Krieg in der Ukraine wurden verschiedene Lebensmittel teurer, da diese nicht in ausreichender Menge geliefert wurden.Außerdem gab es durch Umweltbedingungen einige Ernteausfälle - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
946,"Alles wurde teurer, Erhöhung der Steuern  - Da die Steuern erhöht wurden sind natürlich die Preise auch gestiegen. Sei es in den Geschäften oder mit dem Benzin.
Für alle Menschen ist es schwierig klar zu kommen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
947,"Preissteigerung, Wirtschaftsverlust, Verlust der Kaufkraft, Wertverlust des Geldes, Zinspolitik - Fehlplanung der Politik. Höhere Ausgaben als Einnahmen. Abwanderung der Unternehmen.  - inflation.",Gründe der Inflation,Gründe der Inflation
948,Krieg  - Es sind mehrere Punkte die zusammen kommen  - inflation.,Gründe der Inflation,Gründe der Inflation
949,4 - Ich finde die Regierung baut Mist momentan. Vieles hätte geändert werden können. Ich denke wenn die neue Regierung kommt wird alles besser - inflation.,kausales Inflationsnarrativ,Gründe der Inflation
950,"Gier der herstellenden Industrie, man witterte die Möglichkeit, sich am Volk zu bereichern denn essen muss z.B. jeder - Da hängt gar nichts zusammen. Ich habe nur einen Faktor genannt und zwar Gier. Sowohl auf Seiten derjenigen, die Güter produzieren als auch derjenigen, welche die Güter dann verkaufen. . - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
952,gas aus russland - putin hat deutschland an der leine - inflation.,kausales Inflationsnarrativ,Gründe der Inflation
953,"Pandemie , Lieferketten  - Durch die Pandemie wurde generell weniger eingekauft da häufig Ausgangs sperren verhengt wurden. Dadurch kam der weltweite Handel mit Waren zum Erliegen und das hat die Lieferketten stark behindert, wodurch Waren sehr lange unterwegs waren. . - inflation.",MISSING,kausales Inflationsnarrativ
954,"Ukraine Krieg , Weltweite wirtschaftliche Unruhen  - Eine globale Krise der Wirtschaft. Kriege sind aktuell unser größter Problem. Die Kaufkraft geht zurück - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
955,"Viele arbeitslose, Teurer strom, Lebenshaltungskosten  zu hocj - Keine Ahnung  - inflation.",Gründe der Inflation,Gründe der Inflation
956,Ukraine Krieg  - Sehrstark alle waren kamen auf einmal aus der Ukraine - inflation.,Gründe der Inflation,kausales Inflationsnarrativ
958,"Ukraine Krieg, Corona - Die Kosten sind allgemein gestiegen, da die Lieferkosten  auch ansteigen  - inflation.",MISSING,kausales Inflationsnarrativ
959,"Nachfolgen Corona, Ausweitung des Krieges zwischen der RF und der  Ukraine - zunächst Warenknappheit und dann Rohstoffknappheit - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
961,Ukraine krieg - Kann ich nicht sagen  - inflation.,Gründe der Inflation,Gründe der Inflation
962,Keine Ahnung  - Ich weiß es nicht. Damit habe ich mich noch nie beschäftigt. - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
963,"Energiekosten, Löhne - Höhere Löhne müssn erwirtschaftet werden. Daher steigen die Preise der Waren. Zudem sind stark gestiegene Energiekosten preistreibend gewesen. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
964,"Krieg Russland gegen Ukraine , Krieg Israel, Pandemie nachfolgen  - Die Pandemie hat kein Zusammenhang mit den Kriegen. - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
965,"preisanstieg, k.a - k.a - inflation.",Gründe der Inflation,Gründe der Inflation
966,der Krieg in der Ukraine - So richtig kann ich die Frage nicht beantworten. - inflation.,Gründe der Inflation,Gründe der Inflation
967,"Rezession , Zu wenig Fachkräfte  - Sehr sogar - inflation.",kausales Inflationsnarrativ,Gründe der Inflation
969,5 - Geringes Einkommen mieten Lebensmittel hohe Preise  - inflation.,Gründe der Inflation,Gründe der Inflation
970,"Ukrainekrieg, Pandemie - Steigende Kosten durch Unterstützung der Kriegsgebiete, teurer werdende Energieversorgung - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
971,hohe Energiepreise - keine Ahnung - inflation.,Gründe der Inflation,Gründe der Inflation
972,Weis nicht  - Weis nicht  - inflation.,Keine sinnvolle Antwort,Keine sinnvolle Antwort
973,"Keine angabe - Höhere lebenshaltung bei lebensmittel
Klimawandel in der welt
Höhere ausgaben - inflation.",Gründe der Inflation,Gründe der Inflation
974,"Krieg in der Ukraine , Corana - Ich weiß es nicht  - inflation.",Gründe der Inflation,Gründe der Inflation
975,Krieg - Waren. Müssen teurer eingekauft werden  - inflation.,Gründe der Inflation,Gründe der Inflation
976,"War in Ukraine, War in Gaza - they made the prices of gas go up - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
977,"Krieg, Corona - Nicht unmittelbar  - inflation.",Gründe der Inflation,Gründe der Inflation
978,"Politik, Unnütze Maßnahmen der politiker - Unsere Regierung hat die Inflation zum größten Teil zu verantworten und ist nicht fähig das ganze in Griff zu bekommen.  - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
979,"Energiepreisanstieg ( Ukrainekrieg ), EZB Zinsentscheidung, Nachwirkungen der Coronakrise ( unterbrochene Lieferketten )  - Der zuvor negative Zins führte dagegen zu einer starken Geldmengenausweitung, was die Inflation ebenfalls angetrieben hat, weil schon da sich die Waren durch Lieferunterbrechungen ( Corona ) verknappt hatten. . - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
980,"Ukrainekrieg , steigende Energiepreise, Klimapolitik und Energiepolitik, Abschaltung von Atomkraftwerken, Umstellung auf teurere Wind- und Sonnenenergie, Lohnerhöhungen / sehr hohe Abschlüsse, Lohn-Preis-Spirale, Auswirkungen von der Coronazeit - Die Preise erhöht werden mussten. Steigende Energiepreise führen dazu, dass die arbeitende Bevölkerung höhere Löhne verlangen müssen, um über die Runden zu kommen. Unternehmen müssen die Preise erhöhen, da durch die fehlerhafte Energiepolitik und den Ukrainekrieg die Strompreise massiv gestiegen sind und die Preise erhöht werden mussten. - inflation.",kausales Inflationsnarrativ,kausales Inflationsnarrativ
